customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags
351,42,F,1,1279507,Salaried,825,10000,0.25161447287436683,57682,Stocks,1
352,52,F,2,1787763,Salaried,787,10000,0.11785998821262753,55571,None,1
353,46,M,1,619703,Salaried,690,10000,0.19101180639579343,505447,Stocks,2
354,33,F,2,1662726,Salaried,716,10000,0.22012530668818403,620300,MF_Stocks,2
355,30,M,3,1685835,Business,597,10000,0.3374212495663916,227464,None,1
356,45,M,3,903315,Business,829,29629,0.1805903906511996,303920,Insurance,1
357,29,F,2,2376511,Self-employed,628,10000,0.17299182566394955,101072,Insurance,1
358,44,M,3,3033528,Business,743,10000,0.2209845364530072,66898,MF_Stocks,0
359,57,M,2,1413629,Business,567,10000,0.2391722591836591,173901,Stocks,2
360,43,F,1,1089201,Salaried,682,10000,0.3479423868218005,470488,Stocks,0
361,39,F,3,2750575,Salaried,824,10000,0.39699922888472783,178203,Insurance,1
362,45,F,2,1372201,Salaried,605,10000,0.2894233678573816,43448,MF_Stocks,1
363,41,F,2,471860,Salaried,774,10000,0.09838920274786248,101621,Stocks,1
364,43,F,3,2442592,Self-employed,591,10000,0.374034588218719,1997539,MF,2
365,57,M,1,849405,Salaried,609,10000,0.5,63756,MF_Stocks,5
366,39,M,3,1407966,Business,699,10000,0.09411296650794486,274873,MF,2
367,59,F,3,4803072,Salaried,797,10000,0.06158132010125816,1612527,None,1
368,55,M,2,1531461,Self-employed,670,48627,0.4621791783345288,165779,Insurance,0
369,34,F,1,1127500,Salaried,761,10000,0.40172893214393723,115564,Stocks,0
370,30,F,2,1873557,Salaried,814,10000,0.27782104440027605,510922,None,2
371,31,M,1,1479802,Self-employed,622,10000,0.20009796717816689,220753,Insurance,2
372,28,F,2,782055,Self-employed,547,10000,0.28545108129894764,496883,Insurance,3
373,31,M,3,1629459,Business,664,11228,0.3359004479993312,63849,Insurance,0
374,46,M,2,1593142,Self-employed,827,10000,0.45986449428629295,192296,Insurance,3
375,30,O,2,1624588,Salaried,618,43837,0.10664023439065826,12196,Stocks,2
376,37,M,2,1734598,Salaried,801,10000,0.1943654179283391,92925,Insurance,0
377,52,M,2,6000000,Business,673,55532,0.2983530988223625,829072,MF,1
378,28,M,3,817784,Salaried,850,10000,0.39263312537780765,94251,Stocks,1
379,51,F,2,2907600,Self-employed,850,28631,0.2881984046077865,288947,Stocks,0
380,36,F,3,3550289,Salaried,803,10000,0.348876463960622,30744,Insurance,0
381,32,F,2,1884749,Salaried,535,42302,0.30845888403833815,413951,Insurance,0
382,47,F,2,1062876,Salaried,459,10000,0.14419954848543923,584679,MF_Stocks,0
383,45,M,1,3392159,Business,706,86865,0.4747579381403656,284859,None,1
384,53,F,2,439483,Business,790,10000,0.0951551187185543,39507,None,1
385,48,F,2,1049494,Business,750,10000,0.05,295075,Insurance,0
386,50,M,1,2636567,Salaried,627,10000,0.42871324060621824,981499,Stocks,2
387,36,M,3,1397852,Salaried,551,10000,0.176447899237115,895264,MF_Stocks,2
388,33,F,2,3683820,Business,792,28246,0.2835500588901715,352117,MF_Stocks,2
389,48,F,3,758834,Salaried,850,10000,0.40477244064736717,75504,Insurance,1
390,50,F,1,669789,Salaried,632,10000,0.08974401288114277,145814,None,1
391,62,F,2,1263313,Salaried,782,13138,0.2614781758925262,93651,MF_Stocks,1
392,39,M,1,1518733,Salaried,850,10000,0.19673878309537704,91451,Stocks,0
393,38,F,1,1025024,Salaried,681,10236,0.2962406846319298,111185,MF_Stocks,1
394,49,M,3,1408896,Business,683,10000,0.49860396483964786,79333,Stocks,3
395,38,M,1,2746057,Business,755,14584,0.10124210357126562,113513,Stocks,5
396,56,F,2,4142898,Salaried,671,10000,0.25745726737417857,1513788,MF,1
397,53,M,1,1044178,Salaried,833,10000,0.5,452883,MF_Stocks,3
398,40,F,2,534800,Self-employed,659,10000,0.1624735828141285,563969,MF_Stocks,0
399,48,M,3,515108,Salaried,696,10000,0.5,52877,Insurance,0
400,49,M,2,1838396,Business,555,10000,0.12360965883412046,850253,Stocks,1
401,31,M,3,2504279,Salaried,676,21066,0.07947344217184757,45642,MF,1
402,55,M,2,1723588,Salaried,599,10000,0.27066144342298404,298555,None,0
403,42,M,3,1737069,Self-employed,734,20737,0.2713000303830102,50378,Insurance,2
404,51,M,3,1180674,Self-employed,533,14494,0.4968393118470496,86797,Insurance,1
405,37,F,2,2160264,Salaried,797,54341,0.36926546543175354,105942,None,0
406,54,M,2,4512072,Salaried,612,43554,0.19974075502859462,670822,MF,1
407,39,M,3,470445,Salaried,850,10000,0.1546625869960014,64840,None,3
408,28,F,2,1295878,Salaried,837,26942,0.45567607925279796,179920,None,0
409,55,F,3,1093873,Salaried,753,10000,0.28988634754537107,68072,MF_Stocks,3
410,31,M,2,568834,Business,546,10339,0.3196120884438492,247234,Insurance,0
411,37,F,1,588806,Salaried,637,10000,0.4936313571035606,25896,MF,3
412,58,F,3,2501110,Salaried,610,10000,0.34665689485199697,905758,Insurance,3
413,58,M,2,2158924,Self-employed,622,45303,0.32226926248816445,1256245,Insurance,0
414,43,M,2,3663515,Salaried,850,16587,0.09899663987981488,390763,MF,2
415,45,F,2,1555944,Business,684,10000,0.13295144603620795,448349,Insurance,3
416,40,F,1,415581,Self-employed,634,10000,0.5,150379,Stocks,0
417,36,F,3,1513011,Salaried,625,10000,0.5,168756,MF_Stocks,3
418,37,M,3,764575,Business,646,10000,0.390581678248154,118838,MF_Stocks,2
419,46,M,3,900376,Salaried,753,10000,0.1633345983758255,3936,Insurance,1
420,49,F,2,2256138,Self-employed,537,10000,0.2471790948103663,134176,Insurance,2
421,50,M,2,1801877,Business,709,26488,0.32367608804837394,335831,Stocks,1
422,50,M,3,2706037,Business,742,45348,0.09495964504512118,182789,MF,1
423,31,F,2,1122567,Salaried,526,12045,0.3579856456727481,83729,MF,0
424,41,M,2,2415218,Salaried,558,25077,0.2930824196834192,268172,None,2
425,30,F,3,1309625,Salaried,695,10000,0.5,341190,MF,2
426,43,F,2,2981004,Self-employed,844,10000,0.09470872281449731,567201,MF_Stocks,1
427,40,M,2,1834520,Business,820,18978,0.19902455559966628,61239,None,2
428,54,F,1,1192416,Salaried,639,19705,0.5,190642,None,2
429,38,M,1,1330007,Salaried,840,10000,0.08931013150717629,52952,Stocks,3
430,32,F,1,1092183,Self-employed,668,22001,0.4478590107088379,153933,MF,2
431,32,M,3,4431296,Salaried,667,10000,0.5,2000000,MF_Stocks,4
432,49,M,2,1845189,Salaried,709,11678,0.22942737070399968,327578,MF,2
433,45,F,2,1546271,Salaried,783,10000,0.16525814652317003,2000000,MF_Stocks,0
434,31,M,3,1464235,Salaried,639,10000,0.1421204954276221,176578,Insurance,1
435,31,F,2,2307176,Business,660,10000,0.3446180557801281,108247,None,0
436,47,M,2,2401074,Business,575,34349,0.18219351788385227,1201453,MF,1
437,30,M,1,917696,Salaried,735,10000,0.342192998690925,47629,MF_Stocks,0
438,51,M,3,956405,Business,793,10000,0.5,195908,MF_Stocks,2
439,47,M,1,740253,Salaried,799,10000,0.48332445410428154,100134,Insurance,1
440,30,M,1,968427,Business,563,10000,0.16179608921941893,702722,Insurance,3
441,31,F,1,2454847,Salaried,661,10000,0.4227304987296972,1549628,MF,0
442,61,F,1,1229324,Self-employed,824,29553,0.11346372263653319,325863,None,2
443,38,F,1,819922,Salaried,723,10000,0.38040020292039434,410394,Insurance,2
444,38,F,2,510918,Salaried,703,10000,0.2578295355073821,32709,Insurance,0
445,51,M,1,3264571,Business,701,10000,0.5,522000,MF_Stocks,2
446,58,F,2,2382259,Salaried,754,10000,0.22010643874843175,1973575,MF,0
447,61,M,1,2302916,Business,728,21461,0.12840505792188397,273078,None,3
448,49,F,1,2304521,Salaried,642,10000,0.49144385804961377,587967,Stocks,2
449,38,M,2,1331156,Salaried,788,10000,0.0687207650409456,100459,Stocks,3
450,31,O,3,1777453,Business,579,10000,0.5,377397,Stocks,3
451,49,F,3,4619135,Salaried,832,29209,0.19059071040619396,647166,Stocks,1
452,43,F,3,2031240,Salaried,610,10000,0.14423527345462278,27906,MF_Stocks,1
453,40,F,2,2122331,Salaried,754,10000,0.1407398114217284,676092,Stocks,1
454,55,F,2,2798098,Salaried,683,54589,0.1408897059360964,157499,MF,2
455,31,F,2,2045971,Salaried,652,10000,0.10430217898402067,481007,Insurance,1
456,41,M,2,1391761,Salaried,835,10000,0.18475376181840975,345621,None,0
457,28,M,1,1037879,Self-employed,774,10000,0.5,348300,MF_Stocks,3
458,41,M,2,2396612,Self-employed,694,10000,0.3036399072072104,396903,None,0
459,30,M,2,2198202,Business,850,17065,0.25908048599848005,959767,Stocks,2
460,32,M,2,2826570,Self-employed,797,10000,0.05245206236087557,355559,None,1
461,32,M,2,1951860,Salaried,619,38010,0.22728002696485877,231480,MF_Stocks,1
462,45,M,1,1787162,Salaried,473,20120,0.4233623947212262,261272,None,3
463,48,F,2,1209889,Salaried,710,10000,0.11442049901294671,629272,MF,1
464,44,F,1,873699,Salaried,838,10000,0.2853095133502112,285525,MF,1
465,59,M,3,3199235,Salaried,761,10000,0.40774786713410566,781266,Insurance,0
466,38,M,1,829790,Self-employed,850,10000,0.47368351210952725,251972,MF_Stocks,1
467,36,M,1,1134525,Business,640,19270,0.15109073077353846,406542,None,2
468,53,M,3,4427580,Self-employed,688,10000,0.06788023147686333,1112224,MF,0
469,35,F,2,2986556,Salaried,690,10000,0.3389666252729319,468274,None,2
470,59,M,1,1685148,Salaried,724,10000,0.4962449493153797,107892,MF,1
471,28,F,2,1136559,Self-employed,776,24244,0.28035932886473447,732589,MF,2
472,60,F,1,1316108,Self-employed,850,40377,0.29369966888803656,419879,Insurance,2
473,29,F,1,1801489,Self-employed,850,10000,0.1380088973547654,125600,None,2
474,54,M,1,1320856,Salaried,850,40588,0.1564002851207706,714377,MF_Stocks,2
475,42,F,2,1083199,Self-employed,766,20143,0.4641563756889724,356414,Stocks,1
476,62,M,3,4223310,Self-employed,665,12031,0.45424530981198985,990880,Insurance,1
477,30,M,2,1538793,Salaried,722,11667,0.06819916762501928,212222,MF_Stocks,3
478,43,M,2,1078851,Salaried,765,10000,0.24075359188112733,176434,MF_Stocks,2
479,59,M,1,1874130,Self-employed,713,10000,0.49081327486644044,307800,MF_Stocks,2
480,42,M,2,2711819,Salaried,608,37946,0.5,595395,MF_Stocks,2
481,45,M,3,1008525,Self-employed,653,10000,0.16306241183494063,110323,Stocks,3
482,47,F,1,1127661,Salaried,786,10000,0.392877199379071,157274,MF,0
483,40,F,3,1543899,Salaried,675,10000,0.19283171313989567,164840,Insurance,0
484,45,M,2,2030305,Salaried,702,10000,0.34439511935616046,1823315,MF,3
485,44,M,3,2681078,Salaried,692,18662,0.3504970770121573,434217,Stocks,1
486,55,F,2,1192110,Salaried,610,10000,0.36965174043335897,408853,Stocks,1
487,29,M,2,558917,Business,682,10000,0.19454381623032568,78440,Stocks,3
488,36,F,3,3241651,Self-employed,654,23979,0.06119366027531446,1518795,None,2
489,58,F,3,1017108,Business,630,10000,0.11242832768652862,97448,Stocks,1
490,54,M,1,1588658,Salaried,594,19358,0.5,136183,None,2
491,40,M,3,1653894,Salaried,689,43756,0.057335974068466786,17706,MF,2
492,45,M,1,1377310,Salaried,761,44796,0.15539928637407419,217369,MF_Stocks,3
493,36,M,1,3093724,Salaried,812,75377,0.3266650611266635,1083358,MF,1
494,34,M,2,6000000,Salaried,560,10000,0.14264133130296183,443682,Stocks,1
495,41,F,3,676035,Self-employed,850,10000,0.10610982998303115,71712,None,0
496,38,M,3,3190209,Salaried,729,36374,0.2157714510584789,168395,MF_Stocks,3
497,44,M,2,1399073,Salaried,587,10000,0.41380805680673977,39044,MF_Stocks,2
498,30,F,1,2028160,Salaried,659,10000,0.5,1077767,MF_Stocks,1
499,60,M,2,3046885,Salaried,512,10056,0.366972950527052,641096,MF_Stocks,0
500,61,M,1,3328152,Self-employed,537,16028,0.5,1735922,Stocks,0
501,47,M,2,1862923,Self-employed,850,10000,0.12080052194659073,10357,None,2
502,42,M,2,887934,Salaried,630,10000,0.5,1881,MF,0
503,37,F,1,2023680,Self-employed,753,10000,0.28566213017331105,422926,MF_Stocks,4
504,51,M,2,1733377,Salaried,688,10000,0.2516604885363393,310496,MF_Stocks,2
505,46,F,2,1354877,Salaried,701,10000,0.31201983272053296,137850,Insurance,1
506,33,M,3,1286404,Salaried,736,10000,0.3653529220691814,157621,MF_Stocks,2
507,55,M,2,3035606,Self-employed,491,10000,0.3791454353320638,20484,Insurance,1
508,51,M,1,3445348,Salaried,831,32142,0.10051589120860668,1283061,MF,2
509,58,F,1,680845,Salaried,690,10000,0.3782624796511465,90773,Stocks,2
510,48,M,1,1863298,Salaried,649,36565,0.2139736858471089,611372,MF_Stocks,4
511,44,M,1,990285,Salaried,746,10000,0.28809408607876824,685440,Stocks,0
512,40,F,2,618558,Self-employed,627,10000,0.35917759159332063,1386,Insurance,3
513,57,M,3,2163919,Business,720,16565,0.3085289152198681,724296,Stocks,0
514,53,M,2,993175,Self-employed,683,14364,0.05,526305,MF_Stocks,2
515,29,F,2,531126,Business,771,10000,0.1298285581409116,260158,None,1
516,29,M,2,856289,Self-employed,678,19744,0.27878760157151383,534709,None,3
517,39,F,2,799161,Salaried,596,10000,0.3538379065785298,38397,Stocks,1
518,51,M,3,1297966,Salaried,736,11733,0.13033555463887245,30915,MF,2
519,62,F,3,919085,Salaried,672,10000,0.30410737291431783,1292,MF_Stocks,4
520,33,F,2,1115148,Salaried,517,13178,0.20053056829182458,232492,Stocks,2
521,44,M,1,807123,Salaried,719,10000,0.2637645745844369,352890,Insurance,2
522,39,F,3,2228704,Self-employed,646,38921,0.28653424457765214,704815,Insurance,2
523,60,F,1,2023502,Salaried,734,10000,0.28237614855512516,714702,Stocks,1
524,52,M,3,2249552,Self-employed,614,54806,0.4028146957606997,183552,MF,0
525,52,M,3,1670921,Salaried,579,10000,0.5,959930,None,3
526,41,F,1,1029147,Salaried,818,10000,0.5,486719,Stocks,3
527,39,F,3,1076598,Salaried,784,10000,0.05282506174799836,21904,MF_Stocks,1
528,36,M,3,1071657,Salaried,699,10000,0.47749849499956304,512824,MF_Stocks,0
529,30,F,3,2559841,Salaried,743,10000,0.18923176216887072,1110963,None,3
530,53,M,2,569619,Salaried,781,10000,0.27381921708408347,96108,MF_Stocks,3
531,51,F,1,1254288,Salaried,698,10000,0.46986024825631656,369000,MF,3
532,63,F,2,1440543,Salaried,579,22396,0.23911467632194033,75010,None,0
533,63,F,2,2505823,Self-employed,729,10000,0.13442889749311554,1172431,MF,1
534,43,M,1,521829,Salaried,800,10000,0.23712870703230388,223894,MF_Stocks,1
535,49,F,2,1604493,Self-employed,759,20959,0.3863441728029643,904778,None,1
536,57,M,2,2066369,Salaried,705,12738,0.44517843746176233,12110,MF_Stocks,1
537,52,M,1,423427,Salaried,756,10000,0.3081154712668426,195118,MF,3
538,35,M,2,753656,Business,677,10000,0.24997558306212167,21179,None,1
539,40,F,1,1129508,Self-employed,804,10000,0.3250049000301064,73500,MF,2
540,32,M,3,2315247,Self-employed,834,22568,0.2812128047066621,27478,None,1
541,58,M,2,1889159,Salaried,570,10000,0.25888228906582655,68407,MF_Stocks,0
542,44,F,1,1733154,Salaried,811,10000,0.2818430569465487,412911,None,1
543,35,F,3,907510,Self-employed,850,10000,0.31201302142248144,41693,MF,0
544,46,F,1,485940,Salaried,752,10000,0.3041023603152936,211625,Insurance,2
545,45,F,2,1628268,Business,798,39777,0.05202658805244776,156732,None,2
546,38,M,3,845464,Salaried,635,10000,0.33304464175942555,128245,None,3
547,31,F,3,1005247,Salaried,649,10000,0.1446854905437382,486855,Insurance,2
548,46,F,1,2205487,Salaried,679,10000,0.3918493798802348,282611,MF_Stocks,0
549,42,M,3,2030341,Self-employed,659,10000,0.32647199360052453,381435,Stocks,2
550,49,M,3,1344684,Salaried,568,10000,0.40423748187554454,11004,Insurance,0
551,42,M,2,996077,Business,682,10000,0.13377696690055396,112893,MF_Stocks,1
552,52,M,2,2360162,Salaried,783,27954,0.18086052936847596,275261,None,0
553,43,F,1,1393440,Self-employed,570,10000,0.5,599838,MF_Stocks,0
554,43,F,2,736030,Salaried,717,10000,0.1296000554359913,19279,MF_Stocks,3
555,53,F,2,508820,Self-employed,714,10000,0.17510913716551865,16489,Stocks,0
556,39,M,3,5502117,Salaried,669,10000,0.3428085881785582,1772502,None,1
557,32,M,2,673435,Self-employed,749,10000,0.2055299159220155,235043,MF_Stocks,3
558,29,F,2,1878578,Salaried,740,45908,0.33308353794662243,347343,MF_Stocks,2
559,49,M,1,3203602,Salaried,662,10000,0.08612702202650853,341008,MF_Stocks,3
560,45,F,1,1365095,Salaried,806,10000,0.15571029108407947,298919,None,1
561,47,M,1,887058,Self-employed,756,15606,0.38974490072131396,269327,Insurance,1
562,34,F,1,478706,Salaried,850,10000,0.5,18047,MF_Stocks,4
563,32,M,2,591034,Salaried,693,10000,0.26700482069893233,94817,Insurance,2
564,28,M,3,2075862,Salaried,667,10000,0.1084126259427227,683302,Stocks,2
565,38,M,2,3509495,Salaried,679,10000,0.5,266182,Insurance,2
566,44,F,2,1212013,Self-employed,817,10000,0.2928922850889006,220439,None,1
567,39,F,2,1060817,Salaried,685,10000,0.5,142241,Insurance,4
568,40,M,2,2267070,Salaried,691,10000,0.17349833903947573,62571,MF_Stocks,1
569,55,F,2,1099704,Salaried,850,10000,0.1559192005783304,436734,MF,1
570,38,F,2,1732518,Salaried,565,10000,0.4912854942295249,42531,Insurance,2
571,42,F,3,1858602,Salaried,735,10000,0.1878087707738217,367166,MF,1
572,50,F,1,1021005,Salaried,693,10000,0.34496968901060077,9736,Insurance,2
573,39,M,1,1171300,Salaried,674,22324,0.29047543874389653,105006,Stocks,0
574,45,M,2,4458022,Salaried,604,10000,0.29996308399112603,3501,Insurance,1
575,53,F,3,2781969,Self-employed,633,18712,0.1715906286430456,2000000,Stocks,1
576,58,F,2,3261323,Salaried,659,10000,0.28811805883285413,329962,Stocks,1
577,32,F,3,980014,Business,749,30513,0.35528083914616465,911863,MF_Stocks,0
578,56,F,2,3224862,Salaried,785,14476,0.17148295036125677,527075,MF,1
579,41,M,2,2205345,Self-employed,522,10000,0.2599411281931276,1311559,Stocks,1
580,36,F,3,709812,Salaried,579,10000,0.30342012023687087,36870,MF_Stocks,1
581,41,M,3,2490358,Salaried,754,17154,0.32660056852196284,29399,MF_Stocks,2
582,61,O,1,1049806,Self-employed,763,10000,0.32534057480268685,51456,MF,0
583,41,M,2,594514,Self-employed,553,10000,0.3659300384725146,137998,None,1
584,37,F,1,1253818,Salaried,787,10000,0.24065268527046565,1046089,MF_Stocks,1
585,45,M,2,2138788,Salaried,698,10000,0.5,22053,None,1
586,35,M,3,1899399,Salaried,774,10000,0.05573779043230212,503231,MF,1
587,30,M,2,1292470,Business,614,12833,0.1783565373303148,35272,Insurance,2
588,32,F,2,1150013,Self-employed,560,10000,0.39499289138922467,222550,MF_Stocks,2
589,32,F,3,6000000,Salaried,669,10000,0.2412408624226973,1575709,Insurance,3
590,33,M,2,695259,Self-employed,673,10000,0.09493739630686342,142313,MF_Stocks,3
591,32,F,2,2367602,Salaried,667,40408,0.5,468166,MF,0
592,45,F,3,1863296,Self-employed,660,10000,0.11918861684081217,808559,None,2
593,33,M,2,846531,Salaried,850,10000,0.059286972088648526,126146,Insurance,0
594,38,M,2,1427389,Salaried,530,10000,0.1464145326479813,22344,Insurance,3
595,54,F,1,585329,Salaried,615,10000,0.16297945600330585,105038,Stocks,1
596,41,F,1,842731,Business,658,10000,0.1540334670958695,145691,MF_Stocks,1
597,46,M,2,1515668,Self-employed,702,40467,0.16713955169188283,670009,MF,2
598,33,F,2,557329,Self-employed,771,11212,0.4597527393730892,397205,MF_Stocks,2
599,34,M,3,2334808,Salaried,786,10000,0.17880053527177198,1445723,None,2
600,29,M,3,935043,Salaried,807,10000,0.4113908491298897,462259,Insurance,1
601,33,M,3,716449,Salaried,748,10000,0.49456489247068414,100167,Stocks,1
602,36,M,2,756759,Self-employed,526,10000,0.07489035115168236,42786,Stocks,2
603,33,F,3,6000000,Business,533,61079,0.3160574576464958,286447,None,0
604,31,F,2,424550,Salaried,814,10000,0.2592863897824266,157657,MF,1
605,32,M,2,1821751,Self-employed,808,31177,0.5,1390357,MF,1
606,41,M,3,1147482,Self-employed,763,37743,0.07519994953578775,407542,None,1
607,34,F,1,912913,Salaried,617,10000,0.3410422160015759,358946,Insurance,2
608,38,F,1,1682510,Salaried,667,10000,0.2903315153368943,1404080,Insurance,2
609,42,F,3,2528522,Salaried,660,10000,0.12113976165898971,1734025,MF_Stocks,1
610,47,F,2,1043677,Self-employed,597,13297,0.2965546287765479,32688,Insurance,1
611,29,M,2,606047,Business,725,10000,0.39674021599179077,304221,None,2
612,50,F,2,2329387,Business,850,10000,0.16827444076493497,1355016,Insurance,1
613,45,M,3,2571577,Self-employed,650,10000,0.3957090813487346,71862,Insurance,2
614,30,M,2,1163062,Salaried,829,10000,0.5,626683,None,1
615,53,M,2,2134433,Self-employed,611,10000,0.0932074446193664,649162,None,1
616,56,M,1,1050347,Business,546,10000,0.14192172099530337,334062,None,2
617,30,F,1,658489,Self-employed,798,10000,0.3584871783639491,544531,None,1
618,36,F,3,1749589,Salaried,678,10000,0.18232617562550216,208519,Insurance,1
619,50,M,2,2189646,Business,827,30984,0.256119489299293,752746,MF,1
620,48,M,2,1903737,Self-employed,847,10000,0.5,626089,None,0
621,34,M,2,1933735,Business,672,56318,0.5,700912,MF,2
622,34,M,3,1091718,Business,834,10000,0.08999606784494618,195683,MF,1
